Date,Open,High,Low,Close,Adj Close,Volume
11/4/2013,45.099998,50.09,40.689999,41.650002,41.650002,145626900
11/11/2013,40.5,45.669998,39.400002,43.98,43.98,50228900
11/18/2013,43.5,43.950001,40,41,41,40524400
11/25/2013,41.080002,41.580002,38.799999,41.57,41.57,33805000
12/2/2013,41.790001,46.349998,40.400002,44.950001,44.950001,41169600
12/9/2013,45.59,59.41,45.02,59,59,132216600
12/16/2013,57.860001,60.25,54.23,60.009998,60.009998,117445700
12/23/2013,59.849998,74.730003,59.700001,63.75,63.75,201146300
12/30/2013,60.27,70.43,58.57,69,69,145806500
1/6/2014,64.830002,67.730003,55.59,57,57,139723300
1/13/2014,59.98,64.690002,57.290001,62.200001,62.200001,102273900
1/20/2014,63.330002,63.799999,60.880001,61.740002,61.740002,48898100
1/27/2014,61.77,65.370003,56.099998,64.5,64.5,70392600
2/3/2014,65.919998,67.239998,49.990002,54.349998,54.349998,159473500
2/10/2014,54.5,58.98,52.34,57.439999,57.439999,87582600
2/17/2014,57.880001,58.950001,54.619999,55.919998,55.919998,56303400
2/24/2014,56.029999,56.990002,54.130001,54.91,54.91,44530600
3/3/2014,53.889999,56.09,52.900002,53.529999,53.529999,38297800
3/10/2014,54.09,55.84,51.799999,51.919998,51.919998,40582500
3/17/2014,52.080002,52.490002,49.509998,50.919998,50.919998,48341600
3/24/2014,50.689999,50.939999,43.310001,47.299999,47.299999,61749100
3/31/2014,47.549999,47.75,42.369999,43.139999,43.139999,45622100
4/7/2014,42.869999,44.599998,39.68,40.049999,40.049999,61618800
4/14/2014,41.400002,46.549999,40.119999,45.009998,45.009998,60923300
4/21/2014,44.959999,47.09,41.310001,41.610001,41.610001,45982400
4/28/2014,41.759998,43.970001,37.240002,39.02,39.02,109373800
5/5/2014,38.52,39.599998,29.51,32.049999,32.049999,297163100
5/12/2014,33.080002,34.099998,32.02,32.259998,32.259998,122840800
5/19/2014,32.049999,32.439999,30.450001,30.5,30.5,111110100
5/26/2014,30.940001,35.139999,30.379999,32.439999,32.439999,180125200
6/2/2014,32.889999,34.889999,31.620001,33.330002,33.330002,140265300
6/9/2014,33.240002,37.27,33.09,36.900002,36.900002,177266700
6/16/2014,36.700001,39.299999,36.439999,39.240002,39.240002,150067700
6/23/2014,39.07,42,38.009998,40.93,40.93,166128300
6/30/2014,40.810001,42.950001,40.349998,41.330002,41.330002,98939400
7/7/2014,41.080002,41.450001,36.110001,38.330002,38.330002,145879300
7/14/2014,38.57,39.380001,35.950001,37.049999,37.049999,113089800
7/21/2014,37.23,39,36.849998,38.16,38.16,87830300
7/28/2014,38.299999,48,37.560001,44.130001,44.130001,282680600
8/4/2014,43.700001,44.529999,42.509998,43.130001,43.130001,109541400
8/11/2014,43.48,45.5,42.709999,44.759998,44.759998,105599000
8/18/2014,45.060001,46.139999,44.759998,45.98,45.98,67171100
8/25/2014,46.220001,50.349998,45.700001,49.75,49.75,138430500
9/1/2014,50.02,51.849998,49.049999,50.700001,50.700001,107342900
9/8/2014,51.799999,53.639999,50.220001,52.110001,52.110001,154897700
9/15/2014,51.599998,53,47.560001,53,53,148670700
9/22/2014,52.380001,53.34,51.02,51.889999,51.889999,94587800
9/29/2014,51.09,54.73,49.150002,53.939999,53.939999,110737200
10/6/2014,53.939999,55.990002,50.299999,50.400002,50.400002,153682900
10/13/2014,50.540001,51.91,46.380001,48.77,48.77,154871300
10/20/2014,49.07,52.150002,48.799999,49.950001,49.950001,100415000
10/27/2014,50.02,50.240002,39.939999,41.470001,41.470001,241579900
11/3/2014,40.549999,41.799999,39.700001,40.310001,40.310001,105579400
11/10/2014,40.34,43.950001,38.810001,41.849998,41.849998,190407200
11/17/2014,41.459999,41.68,39.209999,40.029999,40.029999,84104000
11/24/2014,39.990002,42.080002,39.560001,41.740002,41.740002,66228300
12/1/2014,41.290001,41.290001,38.330002,38.490002,38.490002,77485500
12/8/2014,38.080002,38.119999,34.619999,37.099998,37.099998,98082900
12/15/2014,38.130001,38.380001,34.950001,37.080002,37.080002,89775200
12/22/2014,37.5,39.25,37.310001,37.599998,37.599998,50515200
12/29/2014,37.389999,37.509998,35.459999,36.560001,36.560001,62772600
1/5/2015,36.259998,40.34,35.639999,40.169998,40.169998,114579500
1/12/2015,40.279999,40.950001,36.849998,37.310001,37.310001,100097300
1/19/2015,37.59,39.970001,36.540001,39.419998,39.419998,66603000
1/26/2015,39.330002,40.130001,36.07,37.529999,37.529999,87430900
2/2/2015,37.700001,48.5,36.919998,48.009998,48.009998,229829400
2/9/2015,46.73,48.82,45.57,48.5,48.5,137093900
2/16/2015,48.200001,49.880001,47.360001,49.110001,49.110001,71029100
2/23/2015,49.02,50.009998,47.959999,48.080002,48.080002,72552800
3/2/2015,48.259998,48.799999,46.41,46.75,46.75,69459900
3/9/2015,47.220001,48.080002,45.130001,46.66,46.66,68608000
3/16/2015,46.900002,49.150002,46.049999,48.439999,48.439999,71245100
3/23/2015,48.240002,51.869999,47.869999,50.009998,50.009998,125365900
3/30/2015,50.450001,51.689999,48.66,50.419998,50.419998,81920100
4/6/2015,50.029999,53.490002,49.869999,51.939999,51.939999,105138300
4/13/2015,51.990002,52.34,50.189999,50.66,50.66,68564000
4/20/2015,51.07,52.200001,50.240002,50.82,50.82,57306400
4/27/2015,50.84,52.540001,37.369999,37.84,37.84,306254100
5/4/2015,38.720001,38.959999,36.52,37.59,37.59,114990000
5/11/2015,37.580002,38.200001,37,37.099998,37.099998,69256400
5/18/2015,37.099998,37.939999,36.389999,36.599998,36.599998,88863300
5/25/2015,36.669998,37.330002,36.099998,36.669998,36.669998,61959600
6/1/2015,36.689999,37.790001,36.16,37,37,72727400
6/8/2015,36.91,37.25,35.549999,35.900002,35.900002,119848800
6/15/2015,35.240002,36.279999,33.509998,35.860001,35.860001,163188700
6/22/2015,35.950001,36.200001,34.669998,35.259998,35.259998,88513600
6/29/2015,34.470001,36.419998,34.150002,35.720001,35.720001,92654900
7/6/2015,35.169998,36.049999,34.310001,34.91,34.91,65789900
7/13/2015,34.990002,38.82,34.75,35.669998,35.669998,109723700
7/20/2015,35.75,36.75,35.209999,35.419998,35.419998,57606800
7/27/2015,35.110001,36.669998,30.85,31.01,31.01,222846700
8/3/2015,30.85,31.09,26.870001,27.040001,27.040001,135765500
8/10/2015,28.09,29.889999,27.82,29.059999,29.059999,120303100
8/17/2015,29.190001,29.34,25.51,25.870001,25.870001,88175100
8/24/2015,23.610001,26.93,21.01,26.83,26.83,105520900
8/31/2015,27.639999,29,26.77,28.15,28.15,100993000
9/7/2015,28.15,28.200001,26.42,27.389999,27.389999,58573700
9/14/2015,27.209999,28.25,26.799999,27.959999,27.959999,65022100
9/21/2015,27.98,28.09,25.139999,25.290001,25.290001,70764700
9/28/2015,24.959999,27.33,24.34,26.309999,26.309999,110578400
10/5/2015,26.99,31.5,26.33,30.85,30.85,160653500
10/12/2015,30.299999,31.4,28.379999,31.15,31.15,164360000
10/19/2015,31.15,31.6,28.65,30.280001,30.280001,107324700
10/26/2015,30.629999,31.870001,27.76,28.459999,28.459999,205210000
11/2/2015,28.540001,30.15,28.049999,28.280001,28.280001,83041300
11/9/2015,28.07,28.209999,25.16,25.18,25.18,81867600
11/16/2015,25.33,26.700001,24.9,26.27,26.27,64565000
11/23/2015,26.110001,26.41,25.02,25.75,25.75,45844800
11/30/2015,25.780001,26.059999,24.91,25.02,25.02,85237400
12/7/2015,24.99,26.25,23.540001,24.84,24.84,106184100
12/14/2015,24.68,24.940001,22.66,22.99,22.99,106169100
12/21/2015,23.02,23.059999,21.99,22.969999,22.969999,57656700
12/28/2015,22.9,23.32,22.15,23.139999,23.139999,59689200
1/4/2016,22.639999,23,19.6,19.98,19.98,89028400
1/11/2016,20.120001,20.41,17.27,17.940001,17.940001,133482300
1/18/2016,18.18,19.040001,15.48,17.84,17.84,135444500
1/25/2016,16.799999,17.620001,16.4,16.799999,16.799999,106203500
2/1/2016,17.889999,18.77,15.55,15.72,15.72,148398400
2/8/2016,15.51,15.94,13.91,15.88,15.88,166819200
2/15/2016,16.09,18.879999,15.67,18.309999,18.309999,101714100
2/22/2016,18.620001,18.959999,17.110001,17.940001,17.940001,116164800
2/29/2016,17.959999,20.32,17.59,19.360001,19.360001,107256200
3/7/2016,19.110001,19.73,16.379999,16.809999,16.809999,112338400
3/14/2016,16.809999,17.379999,16.129999,16.85,16.85,99246800
3/21/2016,16.83,17.049999,15.57,15.91,15.91,55037600
3/28/2016,15.98,16.84,15.33,15.98,15.98,90356400
4/4/2016,16,17.83,15.96,16.65,16.65,145109900
4/11/2016,16.74,17.91,16.15,17.58,17.58,84207200
4/18/2016,17.709999,17.77,16.68,17.23,17.23,88314200
4/25/2016,17.200001,17.98,14.32,14.62,14.62,210197200
5/2/2016,14.73,14.98,13.9,14.4,14.4,144067600
5/9/2016,14.28,14.86,14,14.1,14.1,72363800
5/16/2016,14.09,14.59,14.04,14.43,14.43,75829200
5/23/2016,14.4,15.1,13.73,15.1,15.1,121698000
5/30/2016,15.12,15.49,14.62,15.2,15.2,71157400
6/6/2016,15.22,15.45,14,14.02,14.02,77768400
6/13/2016,14.63,16.440001,14.51,16.1,16.1,189964600
6/20/2016,16.34,17.07,16.049999,16.440001,16.440001,108687300
6/27/2016,16.290001,17.5,15.46,17.280001,17.280001,95270600
7/4/2016,17.25,18.16,16.76,18.08,18.08,69690800
7/11/2016,17.59,18.379999,17.5,18.08,18.08,102746500
7/18/2016,18.290001,18.9,17.76,18.370001,18.370001,105591100
7/25/2016,18.43,18.700001,15.69,16.639999,16.639999,205845500
8/1/2016,16.65,18.58,16.200001,18.26,18.26,154048200
8/8/2016,18.25,19.83,17.93,19.540001,19.540001,122670300
8/15/2016,19.85,21.1,18.76,18.98,18.98,169755900
8/22/2016,18.950001,18.969999,18.1,18.299999,18.299999,72878100
8/29/2016,18.389999,20.139999,18.299999,19.549999,19.549999,114052800
9/5/2016,19.74,20.65,17.92,18.110001,18.110001,126480200
9/12/2016,17.959999,19.25,17.52,19.110001,19.110001,105118000
9/19/2016,19.219999,22.889999,18.129999,22.620001,22.620001,264058000
9/26/2016,21.790001,23.98,21.65,23.049999,23.049999,249291700
10/3/2016,23.780001,25.25,19.6,19.85,19.85,271567100
10/10/2016,17.49,18.24,16.280001,16.879999,16.879999,270022800
10/17/2016,16.76,18.35,16.43,18.09,18.09,135201200
10/24/2016,17.6,18.370001,17.07,17.66,17.66,202671800
10/31/2016,17.65,18.34,17.26,18.02,18.02,110991400
11/7/2016,18.110001,19.299999,17.77,18.549999,18.549999,126543700
11/14/2016,18.75,19.51,18.5,18.73,18.73,86322800
