Date,Open,High,Low,Close,Adj Close,Volume
1/1/2013,256.079987,269.730011,253.259995,268.459991,268.459991,12806100
1/8/2013,267.070007,274.26001,262.299988,272.730011,272.730011,14828000
1/15/2013,270.679993,274.5,267.829987,272.119995,272.119995,9219100
1/22/2013,271.619995,284.720001,266.649994,276.040009,276.040009,17353100
1/29/2013,275.350006,284.200012,258.350006,259.980011,259.980011,39858700
2/5/2013,262,268.029999,255.110001,257.209991,257.209991,18041900
2/12/2013,259.190002,270.649994,257,265.089996,265.089996,15679600
2/19/2013,265.910004,274.299988,259.649994,259.869995,259.869995,16177700
2/26/2013,260.890015,273.299988,255.729996,273.109985,273.109985,15333900
3/5/2013,274,276.679993,269.98999,271.23999,271.23999,11460600
3/12/2013,271,277.399994,257.119995,257.890015,257.890015,17943200
3/19/2013,258.399994,259.76001,252.070007,256.019989,256.019989,14922300
3/26/2013,257.049988,267.399994,256.279999,261.609985,261.609985,10294400
4/2/2013,262.399994,265.890015,253.669998,258.950012,258.950012,11862300
4/9/2013,258.850006,275.119995,257,267.720001,267.720001,13761900
4/16/2013,269.309998,272.799988,256.600006,263.549988,263.549988,13131500
4/23/2013,264.5,275.799988,249.149994,249.740005,249.740005,31386900
4/30/2013,249.369995,259.5,245.75,255.720001,255.720001,18438200
5/7/2013,256.309998,265.880005,252.910004,264.51001,264.51001,13874800
5/14/2013,264.5,271.790009,263.850006,267.630005,267.630005,11800300
5/21/2013,268.73999,270.769989,258.339996,261.73999,261.73999,8769800
5/28/2013,266.480011,271.910004,262.950012,266.880005,266.880005,12960100
6/4/2013,267,282.470001,263.019989,281.070007,281.070007,15796300
6/11/2013,276,280.200012,270.290009,278.059998,278.059998,13021300
6/18/2013,279.079987,283.339996,265,270.609985,270.609985,16022400
6/25/2013,272.299988,283.290009,269,282.100006,282.100006,14080100
7/2/2013,281.040009,291.670013,280.589996,290.589996,290.589996,9643300
7/9/2013,291,307.98999,288.01001,306.570007,306.570007,15378000
7/16/2013,307.299988,309.390015,301.869995,303.480011,303.480011,13247500
7/23/2013,303.160004,313.619995,295.549988,306.100006,306.100006,21435200
7/30/2013,307.720001,309.779999,298.299988,300.98999,300.98999,12652200
8/6/2013,300.51001,301.359985,292.549988,296.690002,296.690002,9608200
8/13/2013,295.880005,296.369995,283.480011,285.570007,285.570007,10926200
