Date,Open,High,Low,Close,Adj Close,Volume
5/12/2015,77.870003,81.849998,76.790001,80.879997,80.879997,140919200
5/19/2015,81.25,81.690002,79.459999,80.540001,80.540001,73982900
5/26/2015,80.43,81.07,78.660004,80.290001,80.290001,76717800
6/2/2015,79.760002,82.949997,79.559998,80.669998,80.669998,104440500
6/9/2015,80.599998,82.900002,79.32,80.709999,80.709999,86908500
6/16/2015,80.82,84.970001,80.449997,84.739998,84.739998,111562900
6/23/2015,84.959999,89.400002,84.760002,85.800003,85.800003,193512600
6/30/2015,86.599998,88.190002,85.57,87.550003,87.550003,89821200
7/7/2015,87.800003,90.220001,85.230003,90.099998,90.099998,133826000
7/14/2015,90.459999,98.599998,89.419998,97.910004,97.910004,188180600
7/21/2015,98.949997,99.239998,93.830002,94.169998,94.169998,169201900
7/28/2015,94.839996,97.279999,91.800003,94.139999,94.139999,261947700
8/4/2015,93.790001,98.739998,93.330002,94.150002,94.150002,137043800
8/11/2015,93.730003,94.760002,91.190002,93.93,93.93,101236500
8/18/2015,94.080002,96.099998,72,82.089996,82.089996,236522900
8/25/2015,86.949997,91.480003,83,89.43,89.43,205643500
9/1/2015,86.849998,89.889999,86.5,88.260002,88.260002,117664800
9/8/2015,89.690002,92.620003,88.830002,92.309998,92.309998,127313900
9/15/2015,92.370003,96.489998,91.790001,95.550003,95.550003,154112400
9/22/2015,93.769997,95.849998,88.18,89.209999,89.209999,157857800
9/29/2015,89.099998,94.269997,85.720001,94.010002,94.010002,172908800
10/6/2015,94.080002,94.599998,90.470001,94.260002,94.260002,112055100
10/13/2015,93.660004,98.57,93.550003,98.470001,98.470001,115434000
10/20/2015,98.730003,103.809998,96.470001,103.769997,103.769997,147781300
10/27/2015,102.940002,105.120003,101.18,103.309998,103.309998,125684700
11/3/2015,103.220001,110.650002,102.400002,106.489998,106.489998,189412300
11/10/2015,105.959999,109.870003,100.470001,104.040001,104.040001,150601100
11/17/2015,104.620003,107.879997,104.139999,106.949997,106.949997,118191100
11/24/2015,106,106.599998,103.75,104.239998,104.239998,65024400
12/1/2015,104.830002,107.919998,103.349998,105.610001,105.610001,107147100
12/8/2015,104,106.910004,101.459999,104.660004,104.660004,112409400
12/15/2015,105.300003,107.75,103.599998,104.769997,104.769997,118253500
12/22/2015,105.220001,106.110001,103.860001,105.93,105.93,53768300
12/29/2015,106.419998,107.739998,99.75,102.220001,102.220001,86506000
1/5/2016,102.889999,103.769997,95.389999,97.510002,97.510002,158862000
1/12/2016,99,100.580002,92.449997,94.970001,94.970001,156400200
1/19/2016,96.529999,99.480003,89.370003,97.010002,97.010002,183546000
1/26/2016,97.760002,115.720001,94.230003,115.089996,115.089996,301924000
2/2/2016,114.800003,117.589996,97.459999,99.75,99.75,303712500
2/9/2016,97.139999,105.110001,96.82,102.010002,102.010002,187735800
2/16/2016,103.800003,108.25,100.239998,107.160004,107.160004,187468300
2/23/2016,106.849998,109.449997,102.739998,106.919998,106.919998,149103200
3/1/2016,107.830002,110.550003,104.720001,105.730003,105.730003,130215900
3/8/2016,104.779999,110.330002,104.400002,109.889999,109.889999,108911600
3/15/2016,109.110001,112.690002,108.839996,111.849998,111.849998,121309400
3/22/2016,111.360001,114.589996,111.169998,113.690002,113.690002,76754000
3/29/2016,113.830002,116.989998,111.610001,112.550003,112.550003,157516400
4/5/2016,112.110001,114.889999,108.769997,108.989998,108.989998,152751600
4/12/2016,109.339996,112.650002,106.519997,110.449997,110.449997,184964300
4/19/2016,111.099998,114.040001,109.010002,110.099998,110.099998,131589700
4/26/2016,110.489998,120.790001,106.309998,118.57,118.57,227080500
5/3/2016,117.519997,120.279999,116.57,119.239998,119.239998,116976900
5/10/2016,119.620003,121.080002,117.349998,118.669998,118.669998,116666000
5/17/2016,118.82,119.010002,115.879997,115.970001,115.970001,102900800
5/24/2016,116.239998,119.849998,116.120003,119.379997,119.379997,72149100
5/31/2016,119.459999,120.099998,117.82,118.790001,118.790001,78685200
6/7/2016,119.239998,119.300003,113.309998,113.949997,113.949997,95696800
6/14/2016,114.07,115.440002,112.559998,113.370003,113.370003,102103900
6/21/2016,114.120003,115.209999,108.230003,108.970001,108.970001,126963000
6/28/2016,110.629997,115.18,110.550003,114.190002,114.190002,85954800
7/5/2016,113.940002,118.699997,112.970001,117.870003,117.870003,91029000
7/12/2016,118.629997,119.610001,116.580002,119.370003,119.370003,83519500
7/19/2016,118.989998,122.199997,117.779999,121.629997,121.629997,96299300
7/26/2016,122,128.330002,120.75,124.309998,124.309998,209287700
8/2/2016,124.059998,125.839996,122.07,125.260002,125.260002,98977600
8/9/2016,125.339996,126.089996,123.699997,123.900002,123.900002,73474700
8/16/2016,123.5,124.830002,122.779999,124.150002,124.150002,66492100
8/23/2016,124.510002,126.730003,123.089996,126.540001,126.540001,69714700
8/30/2016,126.599998,126.860001,125.099998,126.510002,126.510002,57659800
9/6/2016,126.669998,131.979996,125.75,128.690002,128.690002,118299300
9/13/2016,128.029999,129.940002,126.660004,128.649994,128.649994,87862500
9/20/2016,128.649994,130.729996,126.800003,127.309998,127.309998,84081600
9/27/2016,127.610001,129.470001,127.43,128.770004,128.770004,73776700
10/4/2016,129.169998,130.699997,127.550003,130.240005,130.240005,66320100
10/11/2016,130.229996,130.639999,126.75,127.540001,127.540001,70447200
10/18/2016,128.679993,133.410004,128.009995,133.279999,133.279999,79982800
10/25/2016,133.5,133.5,129.270004,130.990005,130.990005,83377400
11/1/2016,131.410004,131.940002,119.25,122.150002,122.150002,179039400
11/8/2016,122.029999,124.610001,113.550003,115.080002,115.080002,203311500
11/15/2016,116.730003,121.949997,114.209999,121.769997,121.769997,143971800
11/22/2016,122.400002,122.980003,119.82,120.410004,120.410004,68521200
11/29/2016,120.57,122.099998,114,117.43,117.43,137628800
12/6/2016,117.690002,119.940002,116.330002,117.769997,117.769997,98757900
12/13/2016,117.860001,122.5,117.610001,119.239998,119.239998,117063100
12/20/2016,119.5,119.769997,116.300003,117.269997,117.269997,51600600
12/27/2016,116.959999,118.68,114.769997,115.050003,115.050003,52757900
1/3/2017,116.029999,125.43,115.510002,124.900002,124.900002,111212700
1/10/2017,124.82,129.270004,124.059998,128.339996,128.339996,79219300
1/17/2017,128.039993,129.25,126.779999,128.929993,128.929993,76326700
1/24/2017,129.380005,133.139999,128.380005,130.979996,130.979996,92409700
1/31/2017,130.169998,135.490005,129.520004,132.059998,132.059998,166160100
2/7/2017,132.240005,134.940002,131.660004,134.050003,134.050003,82045700
2/14/2017,134.100006,134.229996,132.550003,133.529999,133.529999,52699000
2/21/2017,133.5,137.179993,132.899994,136.410004,136.410004,87474100
2/28/2017,136.789993,137.830002,134.75,137.419998,137.419998,68572700
3/7/2017,137.029999,139.679993,136.990005,139.600006,139.600006,66516500
3/14/2017,139.460007,140.339996,138.490005,139.940002,139.940002,78594000
3/21/2017,141.149994,142.309998,137.600006,140.320007,140.320007,89438200
3/28/2017,140.360001,142.949997,140.009995,142.279999,142.279999,68653300
4/4/2017,141.860001,143.440002,140.240005,141.039993,141.039993,66067800
4/11/2017,140.800003,141.550003,138.809998,141.419998,141.419998,50735900
4/18/2017,141.270004,145.669998,140.610001,145.470001,145.470001,73128800
4/25/2017,145.789993,152.570007,145.789993,152.460007,152.460007,97308100
5/2/2017,153.339996,153.600006,148.720001,151.059998,151.059998,120854400
5/9/2017,151.490005,152.589996,148.860001,150.190002,150.190002,66039400
5/16/2017,150.110001,150.210007,144.419998,148.240005,148.240005,94657100
5/23/2017,148.520004,152.589996,147.25,152.130005,152.130005,65567800
5/30/2017,151.970001,154.710007,150.300003,153.630005,153.630005,75155300
6/6/2017,153.410004,155.589996,144.559998,148.440002,148.440002,112071100
6/13/2017,150.149994,153.570007,146.369995,152.869995,152.869995,102195300
6/20/2017,152.880005,156.5,151.880005,153.589996,153.589996,78865900
6/27/2017,152.839996,153.470001,147.800003,148.429993,148.429993,91582100
7/4/2017,149,153.979996,148,153.5,153.5,56280700
7/11/2017,153.369995,160.779999,152.910004,159.729996,159.729996,79566300
7/18/2017,159.660004,166.169998,159.419998,166,166,100630600
7/25/2017,165.009995,175.490005,163.860001,169.25,169.25,169567300
8/1/2017,169.820007,172.059998,166.910004,171.979996,171.979996,66178100
8/8/2017,171.880005,173.050003,166.850006,170.75,170.75,72786600
8/15/2017,171.490005,171.5,165.820007,167.779999,167.779999,68726200
8/22/2017,168.279999,169.869995,166.179993,167.240005,167.240005,56446100
8/29/2017,165.25,172.919998,165,172.020004,172.020004,51163400
9/5/2017,171.270004,173.889999,169.550003,173.509995,173.509995,68537200
9/12/2017,173.759995,174,169.339996,170.009995,170.009995,64535800
9/19/2017,170.619995,173.050003,161.559998,162.869995,162.869995,89942800
9/26/2017,164.5,171.869995,162.779999,169.470001,169.470001,83517200
10/3/2017,169.300003,174.880005,168.289993,172.5,172.5,62593700
10/10/2017,173,175,170.800003,174.520004,174.520004,58132900
10/17/2017,174.710007,176.740005,171.25,171.270004,171.270004,69245800
10/24/2017,172.300003,180.690002,168.889999,179.869995,179.869995,94607700
10/31/2017,180.570007,182.899994,176.710007,180.169998,180.169998,127757200
11/7/2017,180.5,180.75,177.089996,178.770004,178.770004,56626200
11/14/2017,178.130005,179.979996,176.399994,178.740005,178.740005,58517600
11/21/2017,179.149994,183.729996,178.990005,183.029999,183.029999,46651100
11/28/2017,183.509995,184.25,170.789993,171.470001,171.470001,126262700
12/5/2017,170.449997,182.279999,169.009995,179.039993,179.039993,93897600
12/12/2017,178.600006,181.300003,176.600006,180.820007,180.820007,90789300
12/19/2017,179.949997,180.080002,176.229996,177.199997,177.199997,46868800
12/26/2017,176.630005,178.940002,174.669998,176.460007,176.460007,40792900
